index,query,answer,category
370.0,"{'pid': '776', 'question': 'Find $JQ$ if $Q$ is the incenter of $\\triangle JLN$.  Rounded to the nearest hundredth.', 'image': 'images/776.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=589x424 at 0x7CB155F5DD20>, 'choices': ['16.50', '18.79', '20.32', '25.50'], 'unit': None, 'precision': None, 'answer': '18.79', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'geometry diagram', 'grade': 'high school', 'img_height': 424, 'img_width': 589, 'language': 'english', 'skills': ['geometry reasoning', 'algebraic reasoning'], 'source': 'Geometry3K', 'split': 'testmini', 'task': 'geometry problem solving'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Find $JQ$ if $Q$ is the incenter of $\\triangle JLN$.  Rounded to the nearest hundredth.\nChoices:\n(A) 16.50\n(B) 18.79\n(C) 20.32\n(D) 25.50'}",The answer: 18.79. (B),The task: GPS.
371.0,"{'pid': '777', 'question': 'In rhombus LMPQ, $m \\angle Q L M=2 x^{2}-10$, $m \\angle Q P M=8 x$,  and $M P=10$ . \r\nFind the perimeter of $LMPQ$', 'image': 'images/777.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=337x177 at 0x7CB155F5DD20>, 'choices': ['10', '40', '70', '140'], 'unit': None, 'precision': None, 'answer': '40', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'geometry diagram', 'grade': 'high school', 'img_height': 177, 'img_width': 337, 'language': 'english', 'skills': ['geometry reasoning', 'algebraic reasoning'], 'source': 'Geometry3K', 'split': 'testmini', 'task': 'geometry problem solving'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: In rhombus LMPQ, $m \\angle Q L M=2 x^{2}-10$, $m \\angle Q P M=8 x$,  and $M P=10$ . \r\nFind the perimeter of $LMPQ$\nChoices:\n(A) 10\n(B) 40\n(C) 70\n(D) 140'}",The answer: 40. (B),The task : GPS.
372.0,"{'pid': '778', 'question': 'Can you find the missing shape in this picture puzzle?', 'image': 'images/778.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=797x431 at 0x7CB155F5E4A0>, 'choices': ['A', 'B', 'C', 'D'], 'unit': None, 'precision': None, 'answer': 'A', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'puzzle test', 'grade': 'elementary school', 'img_height': 431, 'img_width': 797, 'language': 'english', 'skills': ['logical reasoning'], 'source': 'IQTest', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Can you find the missing shape in this picture puzzle?\nChoices:\n(A) A\n(B) B\n(C) C\n(D) D'}",The answer: C.,The task : FQA.
373.0,"{'pid': '780', 'question': 'Which number is missing?', 'image': 'images/780.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=848x209 at 0x7CB155F5E230>, 'choices': None, 'unit': None, 'precision': None, 'answer': '7', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'puzzle test', 'grade': 'elementary school', 'img_height': 209, 'img_width': 848, 'language': 'english', 'skills': ['logical reasoning', 'arithmetic reasoning'], 'source': 'IQTest', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: Which number is missing?'}",The answer: 6.,"The task : FQA.
6"
374.0,"{'pid': '781', 'question': 'In $\\triangle CDF$, $K$ is the centroid and $DK=16$. Find $CD$.', 'image': 'images/781.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=461x540 at 0x7CB155F5E590>, 'choices': ['9', '12', '18', '18'], 'unit': None, 'precision': None, 'answer': '18', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'geometry diagram', 'grade': 'high school', 'img_height': 540, 'img_width': 461, 'language': 'english', 'skills': ['geometry reasoning', 'algebraic reasoning'], 'source': 'Geometry3K', 'split': 'testmini', 'task': 'geometry problem solving'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: In $\\triangle CDF$, $K$ is the centroid and $DK=16$. Find $CD$.\nChoices:\n(A) 9\n(B) 12\n(C) 18\n(D) 18'}","The answer: 24. Do not give the reasoning, just answer is sufficient. (C)",The task: GPS.
375.0,"{'pid': '782', 'question': 'Which number is missing?', 'image': 'images/782.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=384x376 at 0x7CB155F5E350>, 'choices': None, 'unit': None, 'precision': None, 'answer': '4', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'puzzle test', 'grade': 'elementary school', 'img_height': 376, 'img_width': 384, 'language': 'english', 'skills': ['logical reasoning', 'arithmetic reasoning'], 'source': 'IQTest', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: Which number is missing?'}",The answer: 4.,The task: FQA.
376.0,"{'pid': '783', 'question': 'In order to measure the width of parallel river AB, ∠ACB = 30.0, ∠ADB = 60.0, CD = 60.0, then the width of the river AB is ()', 'image': 'images/783.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=L size=130x87 at 0x7CB155F5E710>, 'choices': ['30m', '30√{3}m', '(30√{3}+30)m', '(30√{3}-30)m'], 'unit': None, 'precision': None, 'answer': '30√{3}m', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'geometry diagram', 'grade': 'high school', 'img_height': 87, 'img_width': 130, 'language': 'english', 'skills': ['geometry reasoning', 'algebraic reasoning'], 'source': 'UniGeo', 'split': 'testmini', 'task': 'geometry problem solving'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: In order to measure the width of parallel river AB, ∠ACB = 30.0, ∠ADB = 60.0, CD = 60.0, then the width of the river AB is ()\nChoices:\n(A) 30m\n(B) 30√{3}m\n(C) (30√{3}+30)m\n(D) (30√{3}-30)m'}",The answer: (30√3 - 30)m. (D),The task : GPS.
377.0,"{'pid': '786', 'question': 'Find $m \\angle K$', 'image': 'images/786.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=317x237 at 0x7CB155F5E3E0>, 'choices': ['6', '60', '100', '180'], 'unit': None, 'precision': None, 'answer': '100', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'geometry diagram', 'grade': 'high school', 'img_height': 237, 'img_width': 317, 'language': 'english', 'skills': ['geometry reasoning', 'algebraic reasoning'], 'source': 'Geometry3K', 'split': 'testmini', 'task': 'geometry problem solving'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: Find $m \\angle K$\nChoices:\n(A) 6\n(B) 60\n(C) 100\n(D) 180'}",The answer: 100. (C),The task: GPS.
378.0,"{'pid': '791', 'question': 'Given $V_s$ = 5V, $R_1$ = 1kΩ, $R_2$ = 2.2kΩ, $R_3$ = 2.2kΩ, $R_4$ = 1.5kΩ, and $R_L$ = 4.7kΩ. Determine the voltage and current across $R_L$. Answer in unit of V (3 sig.fig.).', 'image': 'images/791.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=444x400 at 0x7CB155F5E710>, 'choices': None, 'unit': None, 'precision': 2.0, 'answer': '1.06', 'question_type': 'free_form', 'answer_type': 'float', 'metadata': {'category': 'math-targeted-vqa', 'context': 'scientific figure', 'grade': 'college', 'img_height': 400, 'img_width': 444, 'language': 'english', 'skills': ['algebraic reasoning', 'scientific reasoning'], 'source': 'TheoremQA', 'split': 'testmini', 'task': 'textbook question answering'}, 'query': 'Hint: Please answer the question requiring a floating-point number with two decimal places and provide the final value, e.g., 1.23, 1.34, 1.45, at the end.\nQuestion: Given $V_s$ = 5V, $R_1$ = 1kΩ, $R_2$ = 2.2kΩ, $R_3$ = 2.2kΩ, $R_4$ = 1.5kΩ, and $R_L$ = 4.7kΩ. Determine the voltage and current across $R_L$. Answer in unit of V (3 sig.fig.).'}",The answer: 3.14 V.,The task: FQA.
379.0,"{'pid': '793', 'question': 'What is the highest Elo score for the agent using an offline RL algorithm?', 'image': 'images/793.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=1922x1056 at 0x7CB155F5DF90>, 'choices': None, 'unit': None, 'precision': None, 'answer': '1578', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'table', 'grade': 'college', 'img_height': 1056, 'img_width': 1922, 'language': 'english', 'skills': ['scientific reasoning', 'statistical reasoning'], 'source': 'PaperQA', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: What is the highest Elo score for the agent using an offline RL algorithm?'}",The answer: 1578.,The task: FQA.
380.0,"{'pid': '797', 'question': 'What is the missing pattern in the picture?', 'image': 'images/797.jpg', 'decoded_image': <PIL.WebPImagePlugin.WebPImageFile image mode=RGB size=386x291 at 0x7CB155F5E9B0>, 'choices': ['1', '2', '3', '4', '5', '6'], 'unit': None, 'precision': None, 'answer': '2', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'puzzle test', 'grade': 'elementary school', 'img_height': 291, 'img_width': 386, 'language': 'english', 'skills': ['logical reasoning'], 'source': 'IQTest', 'split': 'testmini', 'task': 'figure question answering'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: What is the missing pattern in the picture?\nChoices:\n(A) 1\n(B) 2\n(C) 3\n(D) 4\n(E) 5\n(F) 6'}",The answer: 3C.,The task : FQA.
381.0,"{'pid': '798', 'question': 'In the figure above, l || m. Which of the following must equal 180?', 'image': 'images/798.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=371x372 at 0x7CB155F5E860>, 'choices': ['k + n + r', 'k + p + s', 'n + p + s', 'n + p + t', 'r + s + t'], 'unit': None, 'precision': None, 'answer': 'k + p + s', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'geometry diagram', 'grade': 'high school', 'img_height': 372, 'img_width': 371, 'language': 'english', 'skills': ['geometry reasoning', 'algebraic reasoning'], 'source': 'GEOS', 'split': 'testmini', 'task': 'geometry problem solving'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: In the figure above, l || m. Which of the following must equal 180?\nChoices:\n(A) k + n + r\n(B) k + p + s\n(C) n + p + s\n(D) n + p + t\n(E) r + s + t'}","The answer: n + p + t. Do not give the reasoning, just answer is sufficient (D).",The task: GPS.
382.0,"{'pid': '799', 'question': 'How much money does Ruth need to buy a baking dish, a casserole dish, and an ice cream scoop? (Unit: $)', 'image': 'images/799.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=229x128 at 0x7CB155F5E9B0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '13', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'table', 'grade': 'elementary school', 'img_height': 128, 'img_width': 229, 'language': 'english', 'skills': ['arithmetic reasoning', 'statistical reasoning'], 'source': 'TabMWP', 'split': 'testmini', 'task': 'math word problem'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: How much money does Ruth need to buy a baking dish, a casserole dish, and an ice cream scoop? (Unit: $)'}",The answer: $13.00.,"The task : MWP.
13"
383.0,"{'pid': '801', 'question': ""A gymnast jotted down the number of cartwheels she did each day. What is the mode of the numbers?'"", 'image': 'images/801.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=272x280 at 0x7CB155F5E2C0>, 'choices': None, 'unit': None, 'precision': None, 'answer': '10', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'table', 'grade': 'high school', 'img_height': 280, 'img_width': 272, 'language': 'english', 'skills': ['arithmetic reasoning', 'statistical reasoning'], 'source': 'TabMWP', 'split': 'testmini', 'task': 'math word problem'}, 'query': ""Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: A gymnast jotted down the number of cartwheels she did each day. What is the mode of the numbers?'""}",The answer: 10.,"The task : MWP.
10"
384.0,"{'pid': '802', 'question': 'Karen bought 4 pounds of silk scraps and 4 pounds of canvas scraps. How much did she spend? (Unit: $)', 'image': 'images/802.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGB size=243x194 at 0x7CB155F5E230>, 'choices': None, 'unit': None, 'precision': None, 'answer': '69', 'question_type': 'free_form', 'answer_type': 'integer', 'metadata': {'category': 'math-targeted-vqa', 'context': 'table', 'grade': 'high school', 'img_height': 194, 'img_width': 243, 'language': 'english', 'skills': ['arithmetic reasoning', 'statistical reasoning'], 'source': 'TabMWP', 'split': 'testmini', 'task': 'math word problem'}, 'query': 'Hint: Please answer the question requiring an integer answer and provide the final value, e.g., 1, 2, 3, at the end.\nQuestion: Karen bought 4 pounds of silk scraps and 4 pounds of canvas scraps. How much did she spend? (Unit: $)'}",The answer: 69.00.,"The task : MWP.
69.00"
385.0,"{'pid': '804', 'question': 'In $\\odot B$, $CE=13.5$. Find $BD$. Round to the nearest hundredth.', 'image': 'images/804.jpg', 'decoded_image': <PIL.PngImagePlugin.PngImageFile image mode=RGBA size=493x524 at 0x7CB155F5DF90>, 'choices': ['3.71', '4.29', '4.53', '6.75'], 'unit': None, 'precision': None, 'answer': '4.29', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'geometry diagram', 'grade': 'high school', 'img_height': 524, 'img_width': 493, 'language': 'english', 'skills': ['geometry reasoning', 'algebraic reasoning'], 'source': 'Geometry3K', 'split': 'testmini', 'task': 'geometry problem solving'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: In $\\odot B$, $CE=13.5$. Find $BD$. Round to the nearest hundredth.\nChoices:\n(A) 3.71\n(B) 4.29\n(C) 4.53\n(D) 6.75'}",The answer: 4.53. (C),The task: GPS.
386.0,"{'pid': '806', 'question': 'As shown in the figure, AB is the diameter of ⊙O, and point C is on ⊙O. If ∠A = 40.0, then the degree of ∠B is ()', 'image': 'images/806.jpg', 'decoded_image': <PIL.JpegImagePlugin.JpegImageFile image mode=L size=127x107 at 0x7CB155F5E9B0>, 'choices': ['80°', '60°', '50°', '40°'], 'unit': None, 'precision': None, 'answer': '50°', 'question_type': 'multi_choice', 'answer_type': 'text', 'metadata': {'category': 'math-targeted-vqa', 'context': 'geometry diagram', 'grade': 'high school', 'img_height': 107, 'img_width': 127, 'language': 'english', 'skills': ['geometry reasoning', 'algebraic reasoning'], 'source': 'UniGeo', 'split': 'testmini', 'task': 'geometry problem solving'}, 'query': 'Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.\nQuestion: As shown in the figure, AB is the diameter of ⊙O, and point C is on ⊙O. If ∠A = 40.0, then the degree of ∠B is ()\nChoices:\n(A) 80°\n(B) 60°\n(C) 50°\n(D) 40°'}",The answer: 50°. (C),The task : GPS.
